camis,dba,boro,building,street,zipcode,phone,cuisine_description,latitude,longitude
40376718,PJ BERNSTEIN DELI & RESTAURANT,MANHATTAN,1215,THIRD AVENUE,10021,2128790914,Sandwiches,40.768613074623,-73.961403469724
40376735,PJ CARNEY'S,MANHATTAN,906,7 AVENUE,10019,2126640056,Irish,40.765738551729,-73.979884899094
40377124,JP'S RESTAURANT,BRONX,703,MINNIEFORD AVENUE,10464,7188853364,Seafood,40.857251130718,-73.790415470169
40377243,JOHN & JOE PIZZERIA & RESTAURANT,BRONX,749,LYDIG AVENUE,10462,7184099776,Pizza,40.854465546464,-73.865892004272
40377262,SUNSET PIZZERIA,STATEN ISLAND,645,ROSSVILLE AVENUE,10309,7183565918,Pizza,40.54235091781,-74.208236910242
40377294,MCDONALD'S,QUEENS,70-02,COOPER AVENUE,11385,7184970722,Hamburgers,40.701739099289,-73.880832224708
40377325,JACKSON HOLE,MANHATTAN,521,THIRD AVENUE,10016,2126793264,Hamburgers,40.746222915383,-73.977739867544
40377385,NAPOLI PIZZA,QUEENS,164-02,69 AVENUE,11365,7183801172,Pizza,40.733073440304,-73.804753501055
40377506,VESUVIO RESTAURANT & PIZZA,BROOKLYN,7303,3 AVENUE,11209,7187450222,Pizza,40.63271448104,-74.027266057226
40377630,JOHN'S COFFEE SHOP,MANHATTAN,823,SECOND AVENUE,10017,2128674955,American,40.751027572144,-73.971339086977
40377789,CAFE LUXEMBOURG,MANHATTAN,200,WEST   70 STREET,10023,2128737411,French,40.777464653904,-73.98301540541
40378035,DUNKIN' / BASKIN ROBBINS,QUEENS,153-67,HORACE HARDING EXPRESSWAY,11367,7183584031,Donuts,40.739396352692,-73.815741155917
40378190,NARITA,QUEENS,107-08,70 ROAD,11375,7182632999,Japanese,40.720981864901,-73.845612730765
40378212,CUCHIFRITOS,MANHATTAN,168,EAST  116 STREET,10029,2128764846,Spanish,40.798286090425,-73.940863923623
40378571,IL CANTINORI,MANHATTAN,32,EAST   10 STREET,10003,2126736044,Italian,40.732402237364,-73.99307221868
40378579,ANDREW'S NYC DINER,MANHATTAN,463,7 AVENUE,10018,2126951962,American,40.751741613774,-73.990056458411
40378827,KOSHER HUT OF BROOKLYN,BROOKLYN,709,KINGS HIGHWAY,11223,7183768996,Jewish/Kosher,40.606197891882,-73.96543762922
40378874,TERRA BLUES,MANHATTAN,149,BLEEKER STREET,10012,2127777776,American,40.728268828151,-73.999357776932
40379026,FLAMINGO,QUEENS,85-12,ROOSEVELT AVENUE,11372,7186061633,Latin American,40.747933648158,-73.880915291092
40379149,MONTE'S TRATTORIA,MANHATTAN,97,MACDOUGAL STREET,10012,2126749456,Italian,40.72944358561,-74.00096335165
40379566,LONDON LENNIES,QUEENS,63-88,WOODHAVEN BOULEVARD,11374,7188948084,Seafood,40.72219742993,-73.86724509918
40379580,COOPER TOWN DINER,MANHATTAN,339,1 AVENUE,10003,2126779287,American,40.734752957401,-73.979948414333
40379628,HASAKI,MANHATTAN,210,EAST 9 TH STREET,,2124733327,Japanese,0.0,0.0
40379662,MEZZALUNA,MANHATTAN,1295,THIRD AVENUE,10021,2125359600,Italian,40.771283054919,-73.959466777028
40379746,RESTUARANT NIPPON,MANHATTAN,155,EAST   52 STREET,10022,2126885941,Japanese,40.757510580115,-73.970881478995
40379890,O'HARA'S,MANHATTAN,120,CEDAR STREET,10006,2122673032,American,40.709636641851,-74.012711005921
40379920,E.A.T. CAFE,MANHATTAN,1064,MADISON AVENUE,10028,2127720022,American,40.777371576876,-73.961365877573
40380154,KUMNESS INC.,MANHATTAN,2549,AMSTERDAM AVENUE,10033,2129239470,,40.85151325954,-73.928396286343
40380164,CUCHIFRITOS,BRONX,158,E. 188 TH ST,,7183674500,Spanish,0.0,0.0
40380182,CLUB 101,MANHATTAN,101,PARK AVENUE,10178,2126871045,American,40.750985218449,-73.978485380664
40380353,G & S PIZZERIA INC.,QUEENS,107-21,71 AVENUE,11375,,,40.720489173461,-73.844592932003
40380422,CARLO'S PIZZERIA,QUEENS,74-02,METROPOLITAN AVENUE,11379,7188947915,Pizza,40.7128252087,-73.878193530685
40380432,THE BITTER END,MANHATTAN,147,BLEECKER STREET,10012,2126737030,American,40.728219421756,-73.999256753632
40380457,ARRIBA ARRIBA,MANHATTAN,762,9 AVENUE,10019,2124890810,Mexican,40.76419717623,-73.988415675015
40380464,GEIDO,BROOKLYN,331,FLATBUSH AVENUE,11217,7186388866,Japanese,40.677792033642,-73.972899309836
40380517,BARNEY GREENGRASS,MANHATTAN,541,AMSTERDAM AVENUE,10024,2127244707,Jewish/Kosher,40.787824607234,-73.974894696743
40380520,ANNAM BRAHAM RESTAURANT,QUEENS,84-43,164 STREET,11432,7185232600,Indian,40.713358108981,-73.801774217799
40380592,MONTERO BAR & GRILL,BROOKLYN,73,ATLANTIC AVENUE,11201,6467294129,American,40.691247359648,-73.997987861076
40380657,PETE'S CLAM STOP,BROOKLYN,1320,SURF AVENUE,11224,9177501299,American,40.575528666625,-73.981850250554
40380660,BURRITO LOCO,MANHATTAN,166,WEST    4 STREET,10014,2126751977,Mexican,40.732012681351,-74.001403589122
40380826,FIT CAFETERIA (David Dubinsky Student Center),MANHATTAN,227,WEST   27 STREET,10001,2122175770,American,40.747119757708,-73.99499068076
40380996,SMILING PIZZA,BROOKLYN,323,7 AVENUE,11215,7187882137,Pizza,40.667061653915,-73.981414315334
40381551,CLARK'S,BROOKLYN,80,CLARK STREET,11201,7188555484,American,40.697510750407,-73.993259780796
40381720,MISS LILY'S 7A CAFE,MANHATTAN,109,AVENUE A,10009,8623368251,Caribbean,40.725962055374,-73.983609449249
40382057,DYKER BEACH GOLF (GRILL ROOM),BROOKLYN,1020,86th Street,11228,7188369722,American,40.617715737743,-74.019994680554
40382652,TOMMY'S PIZZA,BRONX,4033,EAST TREMONT AVENUE,10465,7188292828,Pizza,40.819559910671,-73.817530764489
40382802,PARNELL'S PUB,MANHATTAN,350,EAST   53 STREET,10022,2127531761,Irish,40.756238401752,-73.965958657687
40383003,COBBLESTONE PUB,QUEENS,117-18,QUEENS BOULEVARD,11375,7182639754,American,40.715311990803,-73.832509783357
40383044,PIZZA WAGON,BROOKLYN,8606,5 AVENUE,11209,9178316719,Pizza,40.621365020169,-74.026328434867
40383067,RUSSIAN TURKISH BATHS,MANHATTAN,268,EAST   10 STREET,10009,2125450665,Russian,40.728344489977,-73.983453717052
40383147,IL TOSCANO RISTORANTE,QUEENS,42-05,235 STREET,11363,7186310300,Italian,40.768237135085,-73.748576694618
40383227,EL BOHIO LECHONERA,BRONX,791,EAST TREMONT AVENUE,10460,,,40.843990836686,-73.888238727429
40383281,GABY'S PIZZA,QUEENS,204-23,HILLSIDE AVENUE,11423,7187409716,Pizza,40.720424809649,-73.760890061607
40383284,VERDI'S,QUEENS,149-58,CROSS ISLAND PARKWAY,11357,7187466000,Italian,40.787035101942,-73.814427945733
40383464,LE BERNARDIN,MANHATTAN,155,WEST   51 STREET,10019,2125541515,French,40.7613280577,-73.981875231905
40383511,BRANDY'S PIANO BAR,MANHATTAN,235,EAST   84 STREET,10028,2127444949,American,40.777135582011,-73.954061663781
40383609,REAL MADRID,STATEN ISLAND,2073,FOREST AVENUE,10303,7184477885,Spanish,40.626289740667,-74.158367858223
40383737,CANLON'S RESTAURANT,STATEN ISLAND,1825,NORTH RAILROAD AVENUE,10306,7186673013,Italian,40.565128564811,-74.126704510879
40383819,LAST STOP (AI & JI) RESTAURANT,BRONX,5977,BROADWAY,10471,3474496679,American,40.889699806922,-73.898162016423
40383825,RUSSIAN SAMOVAR,MANHATTAN,256,WEST   52 STREET,10019,9172845578,Russian,40.763104258677,-73.984192295536
40383994,1572 COFFEE SHOP INC.,BROOKLYN,1572,FLATBUSH AVENUE,11210,,,40.632571153763,-73.947399102157
40384036,MCDONALD'S,BROOKLYN,819,PENNSYLVANIA AVENUE,11207,7182723362,Hamburgers,40.657669815042,-73.889932475951
40384188,LA MELA,MANHATTAN,167,MULBERRY STREET,10013,2124319493,Italian,40.719910978144,-73.997077892142
40384340,FRIEND OF A FARMER,MANHATTAN,77,IRVING PLACE,10003,2124772188,American,40.736900338471,-73.986648683307
40384528,VESELKA,MANHATTAN,144,SECOND AVENUE,10003,2122289682,Eastern European,40.729086067436,-73.987303310071
40384575,WHITE CASTLE,BROOKLYN,900,PENNSYLVANIA AVENUE,11207,7182721664,Hamburgers,40.655854225219,-73.888598374474
40384662,J.R. PIZZERIA,BROOKLYN,1916,KINGS HIGHWAY,11229,7189986627,Pizza,40.6103551181,-73.954385766547
40384671,CHEZ JOSEPHINE,MANHATTAN,414,WEST   42 STREET,10036,2125941925,French,40.758705305754,-73.993325757553
40384920,VICTORY SWEET SHOP,QUEENS,21-69,STEINWAY STREET,11105,7182742087,Bakery Products/Desserts,40.773507282889,-73.9052363637
40385057,CAPPUCCINO CAFE,BROOKLYN,7721,3 AVENUE,11209,7182388700,American,40.629799231638,-74.028457339077
40385157,PANGEA,MANHATTAN,178,2 AVENUE,10003,2129950900,Mediterranean,40.730576349708,-73.986216980836
40385161,AUTOMATIC SLIM'S,MANHATTAN,733,WASHINGTON STREET,10014,2126458660,American,40.736299712402,-74.008292175149
40385461,CLOISTER CAFE,MANHATTAN,238,EAST    9 STREET,10003,2127779128,American,40.729566493614,-73.988165545795
40385580,LATTANZI,MANHATTAN,361,WEST   46 STREET,10036,2123150980,Italian,40.760486373348,-73.989560612596
40385584,PIZZA GARDEN,QUEENS,171-01,NORTHERN BOULEVARD,11358,7184615151,Pizza,40.758048746394,-73.795670390096
40385587,ISLAND,MANHATTAN,1305,MADISON AVENUE,10128,2129961200,Seafood,40.784953325549,-73.95580762231
40385680,EASTWOOD MANOR,BRONX,3371,EASTCHESTER ROAD,10469,7186544200,American,40.876469925673,-73.846067533274
40385693,"SALUMERIA BEILLESE, BIRICCHINO REST",MANHATTAN,378,8 AVENUE,10001,2127367376,Italian,40.748947801474,-73.995806203675
40385774,PARK PLAZA,BROOKLYN,220,CADMAN PLAZA WEST,11201,7185965900,American,40.697845490794,-73.991434937772
40385852,SAM'S PLACE,MANHATTAN,132,EAST   39 STREET,10016,2125996360,Italian,40.749428690995,-73.977201029562
40385873,RAY'S PIZZA,MANHATTAN,829,7 AVENUE,10019,2129749381,Pizza,40.763246611351,-73.981672553572
40385885,HUNTER'S STEAK & ALE HOUSE,BROOKLYN,9404,FOURTH AVENUE,11209,7182388899,Steakhouse,40.616568737775,-74.030904594135
40385955,LJUBO'S PIZZERIA,BRONX,15,WESTCHESTER SQUARE,10461,7188630874,Pizza,40.840433326313,-73.843314165136
40386001,PRIMOLA,MANHATTAN,1226,SECOND AVENUE,10065,2127581775,Italian,40.763930686163,-73.96190436458
40386058,ARIRANG HIBACHI STEAK HOUSE,STATEN ISLAND,23,NELSON AVENUE,10308,7189669600,Japanese,40.54937182635,-74.150682390109
40386067,COUNTRY DONUTS,STATEN ISLAND,4357,AMBOY ROAD,10312,7183560884,Donuts,40.545221672259,-74.160779999935
40386147,JACK'S FIRE DEPARTMENT,QUEENS,39-46,SKILLMAN AVENUE,11104,7187849090,American,40.747270498043,-73.924206797203
40386278,VENICE PIZZA,BRONX,1539,UNIONPORT ROAD,10462,7188285664,Pizza,40.836762474175,-73.857185789193
40386303,PIZZA PLUS,BROOKLYN,359,SEVENTH AVENUE,11215,7187685327,Pizza,40.665958399841,-73.982341009055
40386425,TASTY'S,QUEENS,58-02,MYRTLE AVENUE,11385,7184560954,American,40.700476771433,-73.901340978825
40386528,ERIN'S ISLE,QUEENS,154-03,CROSS ISLAND PARKWAY,11357,7187468456,Italian,40.786870463695,-73.807783814748
40386556,WESTSIDE RESTAURANT,MANHATTAN,2020,BROADWAY,10023,2127244000,American,40.776410532869,-73.982123853828
40386569,SAL & CARMINE PIZZA,MANHATTAN,2671,BROADWAY,10025,2126637651,Pizza,40.798225819632,-73.969184113056
40386570,CUBBYHOLE,MANHATTAN,281,WEST   12 STREET,10014,2122439041,American,40.737565293294,-74.003550764107
40386612,WHITE CASTLE,QUEENS,213-17,NORTHERN BOULEVARD,11361,7182247333,Hamburgers,40.760135659759,-73.770031208298
40386619,PERIYALI,MANHATTAN,35,WEST   20 STREET,10011,2124637890,Greek,40.740205545887,-73.992205329697
40386646,CLUB METROPOLITAN,MANHATTAN,146,WEST   57 STREET,10019,2122627066,American,40.765145561934,-73.979199178828
40386672,FRANK'S SOUP BOWL,BRONX,3580,BRONXWOOD AVENUE,10469,7185199277,Caribbean,40.877302301449,-73.85949224606
40386675,COPPER KETTLE,QUEENS,50-24,SKILLMAN AVENUE,11377,7183357596,Irish,40.746088544574,-73.91400199377
40386722,SAN REMO PIZZERIA,QUEENS,56-01,MYRTLE AVENUE,11385,7184971903,Pizza,40.700134942714,-73.906120057404
40386747,ARNO RISTORANTE,MANHATTAN,141,WEST   38 STREET,10018,2129447420,Italian,40.753072597163,-73.987728232469
40386837,WHITE CASTLE,BROOKLYN,3101,ATLANTIC AVENUE,11208,7188276057,Hamburgers,40.67900429349,-73.880999193011
40386976,LUPE'S EAST L.A. KITCHEN,MANHATTAN,110,AVENUE OF THE AMERICAS,10013,2129661326,Mexican,40.723679483636,-74.004718930915
40386999,DUE,MANHATTAN,1396,THIRD AVENUE,10075,2127723331,Italian,40.774562177627,-73.957099887375
40387027,LA CASA DEL POLLO,QUEENS,87-07,ROOSEVELT AVENUE,11372,7183971910,Peruvian,40.748143118909,-73.879121203101
40387143,WHITE CASTLE,BRONX,1677,BRUCKNER BOULEVARD,10472,7188934494,Hamburgers,40.824814182929,-73.870732329053
40387162,DA UMBERTO,MANHATTAN,107,WEST   17 STREET,10011,2129890303,Italian,40.739483866377,-73.995947537239
40387178,WHITE CASTLE,BRONX,550,EAST FORDHAM ROAD,10458,7185845310,Hamburgers,40.859181358124,-73.886618831102
40387243,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD,10314,7189836715,American,40.616137572684,-74.138702432478
40387277,PECULIAR PUB,MANHATTAN,145,BLEECKER STREET,10012,2123531327,American,40.728170015273,-73.999155730482
40387418,TAL BAGELS DELI,MANHATTAN,975979,FIRST AVENUE,,2127539080,Bagels/Pretzels,0.0,0.0
40387754,TRATTORIA DELL'ARTE,MANHATTAN,900,7 AVENUE,10106,2122459800,Italian,40.765414711283,-73.980119648247
40387825,GREEN PAVILION,BROOKLYN,4307,18 AVENUE,11218,7184354722,American,40.631158973819,-73.976258045427
40387861,WESTWAY DINER,MANHATTAN,614,9 AVENUE,10036,2125827661,American,40.759479232348,-73.99184931572
40388019,THE SANDWICH BOARD,BRONX,850,GERARD AVENUE,10451,,,40.826929398094,-73.925268374466
40388091,MASAWA,MANHATTAN,1239,AMSTERDAM AVENUE,10027,2126630505,Ethiopian,40.809898713071,-73.95878570577
40388194,SOUNDS OF BRAZIL (SOB'S),MANHATTAN,200,VARICK STREET,10014,2122434940,Brazilian,40.728340069398,-74.005343445984
40388218,WALKER'S,MANHATTAN,16,NORTH MOORE STREET,10013,2129410142,American,40.719790027412,-74.007074374166
40388253,THE PIZZA PLACE,BRONX,1665,METROPOLITAN AVENUE,10462,7188222907,Pizza,40.840465776277,-73.855508090564
40388260,AMNON KOSHER PIZZA,BROOKLYN,4814,13 AVENUE,11219,7188511759,Jewish/Kosher,40.635440249608,-73.991695185257
40388269,WHITE CASTLE,BRONX,3663,BOSTON ROAD,10466,7182311347,Hamburgers,40.880015785102,-73.841781248013
40388277,TNG FOOD CORPORATION,QUEENS,107-21,71 AVENUE,11375,,,40.720489173461,-73.844592932003
40388321,COWGIRL,MANHATTAN,519,HUDSON STREET,10014,2126331133,Tex-Mex,40.733840531071,-74.006285654455
40388419,FAMOUS FAMIGLIA PIZZERIA,MANHATTAN,2859,BROADWAY,10025,2128651234,Pizza,40.804776710519,-73.966258832618
40388578,DIVE BAR,MANHATTAN,732,AMSTERDAM AVENUE,10025,2127494358,American,40.793831831,-73.970536878988
40388639,GLENDALE PIZZA,QUEENS,68-27,MYRTLE AVENUE,11385,7183668313,Pizza,40.701719975469,-73.883591274113
40388640,THE CORNELL CENTER OF NEW YORK,MANHATTAN,6,EAST   44 STREET,10017,2129860300,American,40.754597515576,-73.979538161979
40388672,NECTAR,MANHATTAN,1090,MADISON AVENUE,10028,2127720916,American,40.778128941659,-73.960812998275
40388784,2A / BERLIN / OLD FLINGS,MANHATTAN,25,AVENUE A,10009,2125052466,American,40.722901937131,-73.985836157598
40388787,SETTE MEZZO,MANHATTAN,969,LEXINGTON AVENUE,10021,2124720400,Italian,40.769327233213,-73.962987944355
40388818,YAMA,MANHATTAN,122,EAST   17 STREET,10003,2124750969,Japanese,40.736000175613,-73.987720563646
40388823,CHADWICK'S,BROOKLYN,8822,3 AVENUE,11209,7188339855,American,40.621835752312,-74.031735552736
40388901,EL CASTILLO DE JAGUA,MANHATTAN,113,RIVINGTON STREET,10002,2129826412,Latin American,40.719896643727,-73.987810123026
40388935,SAKE BAR DECIBEL,MANHATTAN,240,EAST    9 STREET,10003,2129792733,Japanese,40.729555512316,-73.988143899365
40389114,SACCO PIZZA,MANHATTAN,819,9 AVENUE,10019,2125827765,Pizza,40.76606072378,-73.987079631127
40389243,DA TOMMASO RISTORANTE,MANHATTAN,903,EIGHTH AVENUE,10019,2122651890,Italian,40.76455078286,-73.984462698478
40389356,TOM'S RESTAURANT,MANHATTAN,2880,BROADWAY,10025,2128646137,American,40.805490185201,-73.965720252196
40389455,TOWNHOUSE OF NY,MANHATTAN,236,EAST   58 STREET,10022,9179684033,American,40.760503792019,-73.966075591005
40389701,ROSA'S PIZZA,QUEENS,55-26,69 STREET,11378,7184465910,Pizza,40.727438952257,-73.895481281295
40389732,GIANDO,BROOKLYN,412,KENT AVENUE,11249,7183877000,Italian,40.710332945046,-73.968532355136
40389807,CHAMP GOURMET,MANHATTAN,30,BROAD STREET,10004,2123634000,American,40.706172894713,-74.011249591231
40389819,AUSTIN HOUSE,QUEENS,72-04,AUSTIN STREET,11375,7185442276,American,40.719215300547,-73.842362866007
40389881,WHARF BAR AND GRILL,QUEENS,416,BEACH  116 STREET,11694,7184748807,American,40.581635473579,-73.838231988773
40390163,5 BURRO CAFE,QUEENS,72-05,AUSTIN STREET,11375,7185442984,Mexican,40.719240013333,-73.842370022351
40390266,VILLA BARONE MANOR,BRONX,737,THROGS NECK EXPRESSWAY,10465,7188923500,American,40.828831526872,-73.819178280094
40390409,THE FAMOUS JIMBO'S HAMBURGER PALACE,MANHATTAN,1345,AMSTERDAM AVENUE,10027,2128658777,Hamburgers,40.813704645851,-73.956012441278
40390536,TASTE OF INDIA II RESTAURANT,STATEN ISLAND,287,NEWDORP LN,,7189874700,Indian,0.0,0.0
40390696,HAN BAT RESTAURANT,MANHATTAN,53,WEST   35 STREET,10001,2126295588,Korean,40.749869251359,-73.98589897606
40390729,DENNIS' PLACE,BROOKLYN,1701,PITKIN AVENUE,11212,7184988406,American,40.669742690506,-73.910362614196
40390758,WHITE CASTLE,QUEENS,112-11,SPRINGFIELD BOULEVARD,11429,7184648334,Hamburgers,40.705386835633,-73.739768884282
40390850,CAFE LUNA,STATEN ISLAND,1300,HYLAN BOULEVARD,10305,7183513235,Italian,40.596586329156,-74.085574258833
40390973,MIRACALI BAKERY II,QUEENS,76-04,ROOSEVELT AVENUE,11372,7187797175,Bakery Products/Desserts,40.747039121901,-73.889408916451
40391032,KABAB CAFE,QUEENS,25-12,STEINWAY STREET,11103,7187289858,Egyptian,40.767578504673,-73.912003004071
40391060,LUKE'S BAR & GRILL,MANHATTAN,1394,THIRD AVENUE,10075,2122497070,American,40.774501809212,-73.957143252533
40391086,A & S PIZZERIA,STATEN ISLAND,87,STUYVESANT PLACE,10301,7184484142,Pizza,40.643821556891,-74.077567031421
40391092,BELAIRE CAFE,MANHATTAN,525,EAST   71 STREET,10021,2126061980,American,40.765956061949,-73.953740890553
40391121,LAZZARA'S PIZZA CAFE & RESTAURANT,MANHATTAN,221,WEST   38 STREET,10018,2129447792,Pizza,40.753866018844,-73.989612185526
40391143,LITTLE PIE COMPANY,MANHATTAN,424,WEST   43 STREET,10036,2127364780,Bakery Products/Desserts,40.759520489956,-73.993170458707
40391154,MALACHY'S,MANHATTAN,103,WEST   72 STREET,10023,2128744268,Irish,40.777488686443,-73.978967835956
40391205,GROTTA AZZURRA PIZZERIA,BROOKLYN,8505,21 AVENUE,11214,7182653659,Pizza,40.603757417008,-73.995534462223
40391259,SYBIL'S BAKERY,QUEENS,132-17,LIBERTY AVENUE,11419,7188359235,Caribbean,40.69068738245,-73.813918243139
40391272,LINA RESTAURANT,MANHATTAN,500,WEST  207 STREET,10034,2125675031,Latin American,40.864459392694,-73.918974987265
40391284,BAR ASSOCIATION OF THE CITY OF NY KITCHEN,MANHATTAN,42,WEST   44 STREET,10036,2123826684,American,40.75536910476,-73.981367924519
40391304,BAY RIDGE MANOR CATERING,BROOKLYN,476,76 STREET,11209,7187488855,American,40.629119608277,-74.023701597531
40391350,VACCARO'S PIZZERIA & TRATTORIA,QUEENS,88-02,LITTLE NECK PARKWAY,11001,7183474143,Pizza,40.72788991617,-73.71055695737
40391383,AIR FRANCE LOUNGE,QUEENS,0,INTAIRP ARVL BLDG,,7187512453,French,0.0,0.0
40391498,PEKING BBQ,QUEENS,58-11,WOODSIDE AVENUE,11377,7186721414,Chinese,40.745596679175,-73.906286720173
40391531,TEA & SYMPATHY,MANHATTAN,108,GREENWICH AVENUE,10011,2129899735,English,40.73834758566,-74.002154299955
40391639,MCDONALD'S,BRONX,85,BRUCKNER BOULEVARD,10454,7187421804,Hamburgers,40.806135557598,-73.925797523693
40391640,GRAND STREET ASSOCIATES INC.,MANHATTAN,69,8 AVENUE,10014,,,40.739275299068,-74.00290852602
40391695,ORSO,MANHATTAN,322,WEST   46 STREET,10036,2124891212,Italian,40.760145951846,-73.988802623239
40391699,H & H MIDTOWN BAGELS EAST,MANHATTAN,1551,2 AVENUE,10028,2127347441,Bagels/Pretzels,40.7743607364,-73.954316320515
40391808,IHOP,QUEENS,254-02,ROCKAWAY BOULEVARD,11422,7189786689,Pancakes/Waffles,40.635590388873,-73.740117776568
40391824,HILLSIDE SWIMMING CLUB,STATEN ISLAND,151,SIGNS ROAD,10314,7187615910,American,40.602195568282,-74.168274901915
40391857,LA STRADA RESTAURANT,STATEN ISLAND,139,NEW DORP LANE,10306,7186674040,Italian,40.573717541535,-74.115853620231
40391979,SUTTON CAFE,MANHATTAN,1026,FIRST AVENUE,10022,2124219184,American,40.757774645641,-73.963293985156
40391999,MAYFLOWER DINER,BROOKLYN,3861,NOSTRAND AVENUE,11235,,,40.589877778499,-73.939846629636
40392063,WALTER'S BAR,MANHATTAN,389,8 AVENUE,10001,2125024023,American,40.749288143591,-73.995586024777
40392140,SALVATORE AND LLOYD'S PIZZA,STATEN ISLAND,3850,RICHMOND AVENUE,10312,7183565350,Pizza,40.544046273984,-74.165073192272
40392256,MCDONALD'S,QUEENS,40-18,MAIN STREET,11354,7189391881,American,40.759120201969,-73.829933789261
40392313,CAFE BELLA VITA,STATEN ISLAND,1919,HYLAN BOULEVARD,10305,7186675656,Italian,40.582801559243,-74.096479254883
40392384,BQE BILLIARDS & BAR,QUEENS,70-02,34 AVENUE,11372,7187794348,American,40.752562292664,-73.896037248187
40392388,TAL BAGEL,MANHATTAN,333,EAST   86 STREET,10028,2124276811,Bagels/Pretzels,40.777496555404,-73.950840693596
40392410,DUNKIN',QUEENS,87-77,PARSONS BOULEVARD,11432,7185264820,Donuts,40.7073044511,-73.802538909868
40392496,TARTINE,MANHATTAN,253,WEST   11 STREET,10014,2122292611,French,40.736214877103,-74.003294493571
40392668,LUCY'S,MANHATTAN,135,AVENUE A,10009,2126733824,American,40.726930855128,-73.982905665238
40392834,CARINITO NYC,MANHATTAN,86,UNIVERSITY PLACE,10003,2122559378,Mexican,40.733568764342,-73.993104571477
